user_id,days,steps_tried,correct,wrong,viewed
13914,1.0,2.0,2.0,0.0,13
19925,0.0,0.0,0.0,0.0,2
8113,0.0,0.0,0.0,0.0,22
403,0.0,0.0,0.0,0.0,1
11663,6.0,23.0,21.0,20.0,227
8897,0.0,0.0,0.0,0.0,1
16877,1.0,8.0,7.0,38.0,44
12975,0.0,0.0,0.0,0.0,1
10959,4.0,15.0,15.0,27.0,83
18433,0.0,0.0,0.0,0.0,1
4262,0.0,0.0,0.0,0.0,3
5938,0.0,0.0,0.0,0.0,1
26189,3.0,10.0,9.0,5.0,51
2847,0.0,0.0,0.0,0.0,2
26759,1.0,2.0,2.0,0.0,18
9002,1.0,1.0,1.0,0.0,35
8810,1.0,8.0,8.0,2.0,30
17545,0.0,0.0,0.0,0.0,12
4045,1.0,2.0,2.0,0.0,11
26739,0.0,0.0,0.0,0.0,4
26458,0.0,0.0,0.0,0.0,1
1852,6.0,38.0,38.0,20.0,159
10993,2.0,8.0,8.0,2.0,53
3749,0.0,0.0,0.0,0.0,3
5315,1.0,2.0,2.0,0.0,47
23390,4.0,23.0,23.0,6.0,91
4984,6.0,36.0,36.0,23.0,150
18601,0.0,0.0,0.0,0.0,1
3711,0.0,0.0,0.0,0.0,1
7075,0.0,0.0,0.0,0.0,1
8079,1.0,2.0,2.0,0.0,13
7412,0.0,0.0,0.0,0.0,1
7899,3.0,19.0,17.0,26.0,132
23660,0.0,0.0,0.0,0.0,12
12094,0.0,0.0,0.0,0.0,1
20278,2.0,13.0,13.0,15.0,63
1217,0.0,0.0,0.0,0.0,3
25407,0.0,0.0,0.0,0.0,1
8691,0.0,0.0,0.0,0.0,1
12819,0.0,0.0,0.0,0.0,5
9594,2.0,18.0,18.0,70.0,108
13917,0.0,0.0,0.0,0.0,6
25731,1.0,2.0,2.0,0.0,20
12336,0.0,0.0,0.0,0.0,7
16262,1.0,2.0,2.0,1.0,58
7977,0.0,0.0,0.0,0.0,1
7407,1.0,3.0,3.0,0.0,16
18215,0.0,0.0,0.0,0.0,11
19445,0.0,0.0,0.0,0.0,8
13185,0.0,0.0,0.0,0.0,7
3983,0.0,0.0,0.0,0.0,1
9630,0.0,0.0,0.0,0.0,17
11100,0.0,0.0,0.0,0.0,2
15823,4.0,19.0,19.0,8.0,61
11763,0.0,0.0,0.0,0.0,1
10141,0.0,0.0,0.0,0.0,1
8186,0.0,0.0,0.0,0.0,1
13859,0.0,0.0,0.0,0.0,1
9053,0.0,0.0,0.0,0.0,1
22661,1.0,1.0,1.0,1.0,23
1085,0.0,0.0,0.0,0.0,1
13254,5.0,32.0,32.0,8.0,129
25672,4.0,50.0,49.0,55.0,253
11252,0.0,0.0,0.0,0.0,10
11213,1.0,2.0,2.0,0.0,12
21438,0.0,0.0,0.0,0.0,6
22810,3.0,14.0,14.0,44.0,106
5331,0.0,0.0,0.0,0.0,40
5059,0.0,0.0,0.0,0.0,1
12419,0.0,0.0,0.0,0.0,1
1933,0.0,0.0,0.0,0.0,2
6302,1.0,2.0,2.0,0.0,10
8926,1.0,2.0,1.0,2.0,9
6833,0.0,0.0,0.0,0.0,6
25844,0.0,0.0,0.0,0.0,1
1281,1.0,3.0,3.0,0.0,16
25525,0.0,0.0,0.0,0.0,1
25031,6.0,29.0,29.0,50.0,154
26328,3.0,13.0,14.0,60.0,148
1799,1.0,2.0,2.0,1.0,33
10494,0.0,0.0,0.0,0.0,3
3387,1.0,2.0,2.0,0.0,6
1733,0.0,0.0,0.0,0.0,9
10894,0.0,0.0,0.0,0.0,1
7434,0.0,0.0,0.0,0.0,7
20883,1.0,2.0,2.0,0.0,9
23106,0.0,0.0,0.0,0.0,242
4221,0.0,0.0,0.0,0.0,1
26239,0.0,0.0,0.0,0.0,1
13842,0.0,0.0,0.0,0.0,1
24909,1.0,4.0,4.0,5.0,18
7444,0.0,0.0,0.0,0.0,1
9067,0.0,0.0,0.0,0.0,1
25327,2.0,13.0,12.0,15.0,62
3102,2.0,9.0,9.0,3.0,75
25994,0.0,0.0,0.0,0.0,2
11641,1.0,2.0,2.0,0.0,11
1094,0.0,0.0,0.0,0.0,1
6130,1.0,2.0,2.0,0.0,8
24210,0.0,0.0,0.0,0.0,1
26344,0.0,0.0,0.0,0.0,2
9129,0.0,0.0,0.0,0.0,4
12816,0.0,0.0,0.0,0.0,2
22790,0.0,0.0,0.0,0.0,2
17871,0.0,0.0,0.0,0.0,1
9225,0.0,0.0,0.0,0.0,1
26607,0.0,0.0,0.0,0.0,1
5961,1.0,2.0,2.0,0.0,6
12766,0.0,0.0,0.0,0.0,1
17688,0.0,0.0,0.0,0.0,1
1368,0.0,0.0,0.0,0.0,4
1868,0.0,0.0,0.0,0.0,13
13595,0.0,0.0,0.0,0.0,1
14810,3.0,7.0,7.0,0.0,30
12835,3.0,29.0,26.0,56.0,165
21108,0.0,0.0,0.0,0.0,43
10033,0.0,0.0,0.0,0.0,5
22114,0.0,0.0,0.0,0.0,1
18715,6.0,39.0,38.0,29.0,134
26500,0.0,0.0,0.0,0.0,1
12978,0.0,0.0,0.0,0.0,2
6407,0.0,0.0,0.0,0.0,1
8265,3.0,8.0,8.0,3.0,41
24356,4.0,17.0,17.0,30.0,73
21377,0.0,0.0,0.0,0.0,1
7839,0.0,0.0,0.0,0.0,5
25977,0.0,0.0,0.0,0.0,1
4112,0.0,0.0,0.0,0.0,35
26142,1.0,2.0,2.0,0.0,35
5808,1.0,1.0,0.0,1.0,2
12061,0.0,0.0,0.0,0.0,2
26719,5.0,28.0,28.0,73.1299999999992,238
21015,0.0,0.0,0.0,0.0,1
7885,1.0,2.0,2.0,0.0,15
15193,0.0,0.0,0.0,0.0,2
21057,0.0,0.0,0.0,0.0,1
4929,1.0,9.0,9.0,3.0,81
3116,0.0,0.0,0.0,0.0,1
1937,3.0,24.0,24.0,22.0,84
23747,0.0,0.0,0.0,0.0,5
20107,0.0,0.0,0.0,0.0,3
6223,0.0,0.0,0.0,0.0,1
2152,0.0,0.0,0.0,0.0,1
22729,0.0,0.0,0.0,0.0,53
13269,6.0,19.0,19.0,22.0,155
4482,0.0,0.0,0.0,0.0,1
17963,0.0,0.0,0.0,0.0,12
24859,2.0,28.0,28.0,35.0,99
24953,1.0,2.0,2.0,0.0,9
23938,0.0,0.0,0.0,0.0,2
14762,1.0,2.0,2.0,3.0,17
12182,2.0,30.0,30.0,20.0,115
23863,0.0,0.0,0.0,0.0,1
15390,1.0,2.0,2.0,0.0,109
24011,0.0,0.0,0.0,0.0,4
5071,0.0,0.0,0.0,0.0,1
2322,0.0,0.0,0.0,0.0,1
2043,1.0,2.0,1.0,6.0,16
24587,0.0,0.0,0.0,0.0,1
25838,0.0,0.0,0.0,0.0,3
13005,0.0,0.0,0.0,0.0,28
6417,1.0,2.0,2.0,0.0,11
25566,0.0,0.0,0.0,0.0,66
23248,0.0,0.0,0.0,0.0,1
21819,1.0,3.0,3.0,0.0,42
19299,0.0,0.0,0.0,0.0,1
22639,0.0,0.0,0.0,0.0,1
14289,0.0,0.0,0.0,0.0,1
7136,0.0,0.0,0.0,0.0,9
25293,0.0,0.0,0.0,0.0,1
22157,5.0,18.0,18.0,16.0,84
15637,0.0,0.0,0.0,0.0,1
22328,1.0,2.0,2.0,0.0,9
23017,1.0,2.0,2.0,3.0,11
6860,1.0,2.0,2.0,0.0,15
17565,2.0,10.0,10.0,0.0,60
4877,0.0,0.0,0.0,0.0,46
18019,5.0,19.0,24.0,22.0,140
18870,1.0,2.0,2.0,0.0,11
23265,1.0,2.0,2.0,1.0,8
11046,1.0,2.0,2.0,0.0,34
15028,1.0,3.0,3.0,1.0,100
8117,3.0,17.0,17.0,6.0,89
4483,1.0,9.0,8.0,55.0,80
12542,0.0,0.0,0.0,0.0,1
10220,5.0,27.0,26.0,53.0,129
24295,3.0,26.0,26.0,65.0,178
9661,2.0,23.0,23.0,15.0,65
18569,1.0,2.0,2.0,0.0,5
3068,1.0,2.0,2.0,0.0,8
18787,0.0,0.0,0.0,0.0,26
552,0.0,0.0,0.0,0.0,1
3204,5.0,24.0,24.0,23.0,95
15905,0.0,0.0,0.0,0.0,1
20240,4.0,36.0,36.0,19.0,104
5970,6.0,19.0,20.0,9.0,225
17138,0.0,0.0,0.0,0.0,1
17017,0.0,0.0,0.0,0.0,1
21636,1.0,5.0,5.0,0.0,23
10213,1.0,2.0,2.0,0.0,11
21993,1.0,2.0,2.0,0.0,22
21825,4.0,8.0,8.0,5.0,45
854,3.0,16.0,16.0,21.0,75
14200,0.0,0.0,0.0,0.0,3
23263,0.0,0.0,0.0,0.0,1
20691,0.0,0.0,0.0,0.0,4
20165,0.0,0.0,0.0,0.0,9
12032,0.0,0.0,0.0,0.0,1
23373,2.0,32.0,32.0,24.0,113
20225,0.0,0.0,0.0,0.0,9
4675,0.0,0.0,0.0,0.0,2
12022,0.0,0.0,0.0,0.0,1
2183,0.0,0.0,0.0,0.0,1
19086,0.0,0.0,0.0,0.0,8
19405,0.0,0.0,0.0,0.0,1
18403,0.0,0.0,0.0,0.0,1
23995,0.0,0.0,0.0,0.0,1
668,0.0,0.0,0.0,0.0,1
19748,3.0,9.0,9.0,5.0,44
23668,0.0,0.0,0.0,0.0,1
21531,3.0,8.0,8.0,2.0,29
5422,0.0,0.0,0.0,0.0,3
25045,1.0,2.0,2.0,0.0,30
7647,0.0,0.0,0.0,0.0,1
14284,0.0,0.0,0.0,0.0,1
18397,0.0,0.0,0.0,0.0,2
4803,0.0,0.0,0.0,0.0,10
13621,1.0,9.0,9.0,5.0,33
22679,0.0,0.0,0.0,0.0,2
26306,0.0,0.0,0.0,0.0,4
14954,1.0,2.0,2.0,0.0,20
23874,1.0,2.0,2.0,0.0,16
19817,2.0,3.0,3.0,0.0,79
6542,0.0,0.0,0.0,0.0,2
2189,1.0,2.0,2.0,0.0,18
7282,0.0,0.0,0.0,0.0,2
5482,0.0,0.0,0.0,0.0,2
15047,2.0,15.0,15.0,8.0,48
15302,0.0,0.0,0.0,0.0,1
24580,4.0,18.0,18.0,5.0,57
25988,3.0,36.0,38.0,18.0,140
4370,0.0,0.0,0.0,0.0,2
9551,0.0,0.0,0.0,0.0,1
17797,0.0,0.0,0.0,0.0,2
692,1.0,2.0,2.0,3.0,16
46,2.0,24.0,24.0,6.0,71
15491,1.0,9.0,8.0,13.0,60
10602,1.0,2.0,4.0,0.0,8
13088,0.0,0.0,0.0,0.0,2
22302,0.0,0.0,0.0,0.0,1
1151,5.0,50.0,49.0,52.0,210
21224,2.0,8.0,8.0,3.0,25
9936,2.0,5.0,5.0,0.0,49
6714,2.0,5.0,5.0,4.0,50
20855,1.0,4.0,4.0,2.0,10
7329,1.0,2.0,2.0,0.0,62
10542,0.0,0.0,0.0,0.0,27
6216,0.0,0.0,0.0,0.0,1
4955,0.0,0.0,0.0,0.0,1
1677,0.0,0.0,0.0,0.0,1
20156,0.0,0.0,0.0,0.0,1
4036,0.0,0.0,0.0,0.0,1
24722,0.0,0.0,0.0,0.0,1
21824,1.0,2.0,2.0,3.0,27
25800,0.0,0.0,0.0,0.0,6
16925,0.0,0.0,0.0,0.0,3
13446,1.0,2.0,2.0,1.0,6
7785,0.0,0.0,0.0,0.0,4
12881,0.0,0.0,0.0,0.0,1
19162,1.0,2.0,2.0,0.0,8
1769,0.0,0.0,0.0,0.0,5
209,0.0,0.0,0.0,0.0,1
5196,1.0,2.0,2.0,0.0,10
7507,3.0,13.0,13.0,14.0,66
18396,1.0,2.0,2.0,0.0,10
22384,2.0,4.0,3.0,3.0,39
19926,1.0,2.0,2.0,0.0,10
5572,0.0,0.0,0.0,0.0,2
13981,0.0,0.0,0.0,0.0,1
8490,0.0,0.0,0.0,0.0,21
128,0.0,0.0,0.0,0.0,1
22249,5.0,50.0,49.0,67.0,251
1331,1.0,2.0,2.0,0.0,22
13297,0.0,0.0,0.0,0.0,1
21451,0.0,0.0,0.0,0.0,18
18366,2.0,6.0,6.0,2.0,29
14685,0.0,0.0,0.0,0.0,3
3070,0.0,0.0,0.0,0.0,3
7963,0.0,0.0,0.0,0.0,1
2050,4.0,35.0,36.0,30.0,105
19286,3.0,17.0,17.0,36.0,71
9967,0.0,0.0,0.0,0.0,3
2899,0.0,0.0,0.0,0.0,2
17180,0.0,0.0,0.0,0.0,1
15997,2.0,2.0,2.0,0.0,30
19454,0.0,0.0,0.0,0.0,1
4581,0.0,0.0,0.0,0.0,1
3734,1.0,2.0,2.0,0.0,8
12211,0.0,0.0,0.0,0.0,6
19428,0.0,0.0,0.0,0.0,17
23398,1.0,2.0,2.0,0.0,12
21788,0.0,0.0,0.0,0.0,6
23131,0.0,0.0,0.0,0.0,6
19810,0.0,0.0,0.0,0.0,16
14809,0.0,0.0,0.0,0.0,1
4126,1.0,1.0,1.0,0.0,36
13993,0.0,0.0,0.0,0.0,13
20630,0.0,0.0,0.0,0.0,1
23061,0.0,0.0,0.0,0.0,1
18111,0.0,0.0,0.0,0.0,1
24053,1.0,2.0,2.0,0.0,9
13675,0.0,0.0,0.0,0.0,8
19975,0.0,0.0,0.0,0.0,191
7611,1.0,9.0,9.0,1.0,32
20134,0.0,0.0,0.0,0.0,4
13989,2.0,8.0,8.0,10.0,41
11485,0.0,0.0,0.0,0.0,6
14125,0.0,0.0,0.0,0.0,1
20581,0.0,0.0,0.0,0.0,1
26753,0.0,0.0,0.0,0.0,4
14450,1.0,1.0,1.0,0.0,10
17219,1.0,1.0,0.0,2.0,7
13717,0.0,0.0,0.0,0.0,1
24459,1.0,2.0,2.0,0.0,10
8820,0.0,0.0,0.0,0.0,13
8021,1.0,7.0,7.0,4.0,78
6062,1.0,2.0,2.0,0.0,12
17057,1.0,4.0,4.0,1.0,59
7381,0.0,0.0,0.0,0.0,25
8764,0.0,0.0,0.0,0.0,1
9924,0.0,0.0,0.0,0.0,1
21808,0.0,0.0,0.0,0.0,8
14134,0.0,0.0,0.0,0.0,1
16452,0.0,0.0,0.0,0.0,2
24727,1.0,2.0,2.0,0.0,17
25584,0.0,0.0,0.0,0.0,1
12278,1.0,1.0,1.0,0.0,50
20087,1.0,5.0,5.0,2.0,18
2482,0.0,0.0,0.0,0.0,2
22353,5.0,23.0,23.0,11.0,106
25211,6.0,50.0,49.0,73.1299999999992,253
8973,3.0,23.0,24.0,9.0,75
9000,1.0,2.0,2.0,0.0,16
16642,0.0,0.0,0.0,0.0,9
14416,0.0,0.0,0.0,0.0,5
15338,0.0,0.0,0.0,0.0,1
20152,2.0,8.0,9.0,9.0,64
13274,1.0,4.0,3.0,16.0,25
8685,0.0,0.0,0.0,0.0,1
5898,0.0,0.0,0.0,0.0,1
13743,6.0,50.0,49.0,73.1299999999992,253
4681,3.0,16.0,15.0,13.0,127
11548,0.0,0.0,0.0,0.0,1
21751,0.0,0.0,0.0,0.0,1
6447,2.0,10.0,10.0,12.0,60
17447,1.0,4.0,4.0,0.0,16
16447,1.0,5.0,5.0,2.0,19
3844,2.0,7.0,7.0,7.0,27
24640,1.0,2.0,2.0,0.0,20
20577,0.0,0.0,0.0,0.0,2
7730,0.0,0.0,0.0,0.0,7
21027,1.0,2.0,2.0,0.0,17
6890,0.0,0.0,0.0,0.0,2
25591,1.0,9.0,9.0,17.0,40
3272,3.0,40.0,36.0,73.1299999999992,239
25604,0.0,0.0,0.0,0.0,8
18643,0.0,0.0,0.0,0.0,1
12057,1.0,2.0,2.0,0.0,12
1251,0.0,0.0,0.0,0.0,3
18053,0.0,0.0,0.0,0.0,66
26647,0.0,0.0,0.0,0.0,1
10486,2.0,6.0,6.0,3.0,66
13928,0.0,0.0,0.0,0.0,3
19614,0.0,0.0,0.0,0.0,1
13017,3.0,6.0,6.0,2.0,22
25842,1.0,2.0,2.0,2.0,8
6855,0.0,0.0,0.0,0.0,7
18931,1.0,1.0,1.0,0.0,7
3408,0.0,0.0,0.0,0.0,3
413,1.0,5.0,5.0,0.0,22
17572,0.0,0.0,0.0,0.0,1
4463,2.0,8.0,8.0,7.0,55
18534,0.0,0.0,0.0,0.0,4
17724,5.0,46.0,46.0,73.1299999999992,192
15319,3.0,15.0,15.0,15.0,62
22562,6.0,50.0,49.0,73.1299999999992,253
13641,5.0,23.0,23.0,11.0,88
11499,0.0,0.0,0.0,0.0,1
1529,0.0,0.0,0.0,0.0,1
7853,0.0,0.0,0.0,0.0,1
6701,5.0,18.0,18.0,8.0,111
10135,0.0,0.0,0.0,0.0,1
22060,1.0,2.0,2.0,4.0,10
20337,1.0,8.0,9.0,1.0,29
393,0.0,0.0,0.0,0.0,1
16997,0.0,0.0,0.0,0.0,8
26392,1.0,2.0,2.0,0.0,14
17639,4.0,7.0,7.0,47.0,128
7298,0.0,0.0,0.0,0.0,1
1130,2.0,15.0,10.0,15.0,239
5576,3.0,17.0,17.0,8.0,220
22214,0.0,0.0,0.0,0.0,1
16802,1.0,2.0,2.0,0.0,15
12689,1.0,2.0,2.0,1.0,8
4132,2.0,12.0,10.0,6.0,54
18451,1.0,9.0,9.0,1.0,28
8542,1.0,2.0,2.0,0.0,9
8193,0.0,0.0,0.0,0.0,3
16220,0.0,0.0,0.0,0.0,1
7738,0.0,0.0,0.0,0.0,20
4342,0.0,0.0,0.0,0.0,1
21887,0.0,0.0,0.0,0.0,2
22066,0.0,0.0,0.0,0.0,1
3225,0.0,0.0,0.0,0.0,1
24709,0.0,0.0,0.0,0.0,1
22700,0.0,0.0,0.0,0.0,3
4500,4.0,8.0,8.0,5.0,64
18247,3.0,24.0,24.0,3.0,73
1519,1.0,2.0,2.0,0.0,24
6244,0.0,0.0,0.0,0.0,1
15172,0.0,0.0,0.0,0.0,2
14175,1.0,2.0,2.0,0.0,14
25310,0.0,0.0,0.0,0.0,2
20851,0.0,0.0,0.0,0.0,9
14824,0.0,0.0,0.0,0.0,3
23019,1.0,2.0,2.0,0.0,9
4865,0.0,0.0,0.0,0.0,1
9254,0.0,0.0,0.0,0.0,2
17221,0.0,0.0,0.0,0.0,2
6973,5.0,22.0,21.0,39.0,110
21478,0.0,0.0,0.0,0.0,1
21827,0.0,0.0,0.0,0.0,1
17002,2.0,15.0,15.0,73.1299999999992,90
2742,0.0,0.0,0.0,0.0,12
21340,1.0,2.0,2.0,0.0,11
5904,0.0,0.0,0.0,0.0,6
22593,0.0,0.0,0.0,0.0,1
21479,0.0,0.0,0.0,0.0,1
2598,2.0,7.0,7.0,10.0,69
21181,0.0,0.0,0.0,0.0,1
22027,0.0,0.0,0.0,0.0,12
6682,0.0,0.0,0.0,0.0,2
14502,0.0,0.0,0.0,0.0,8
26264,0.0,0.0,0.0,0.0,1
15258,1.0,6.0,6.0,23.0,47
18252,0.0,0.0,0.0,0.0,1
16735,2.0,19.0,19.0,19.0,142
21749,1.0,2.0,2.0,0.0,14
6796,1.0,2.0,2.0,0.0,8
300,0.0,0.0,0.0,0.0,1
16911,0.0,0.0,0.0,0.0,1
813,0.0,0.0,0.0,0.0,2
9118,0.0,0.0,0.0,0.0,1
515,0.0,0.0,0.0,0.0,1
12385,2.0,18.0,18.0,15.0,95
19763,0.0,0.0,0.0,0.0,1
3290,0.0,0.0,0.0,0.0,7
7176,0.0,0.0,0.0,0.0,18
20683,1.0,2.0,2.0,0.0,9
3164,0.0,0.0,0.0,0.0,12
20265,0.0,0.0,0.0,0.0,1
18698,1.0,2.0,2.0,0.0,11
5502,0.0,0.0,0.0,0.0,2
14828,2.0,9.0,9.0,7.0,52
1190,1.0,2.0,2.0,0.0,26
24338,0.0,0.0,0.0,0.0,12
9552,0.0,0.0,0.0,0.0,1
15230,0.0,0.0,0.0,0.0,6
11017,1.0,2.0,2.0,0.0,10
10467,1.0,2.0,2.0,0.0,9
3601,1.0,1.0,0.0,3.0,5
10521,0.0,0.0,0.0,0.0,9
18236,1.0,2.0,2.0,0.0,9
536,0.0,0.0,0.0,0.0,1
6972,0.0,0.0,0.0,0.0,2
20693,1.0,2.0,2.0,0.0,9
8524,0.0,0.0,0.0,0.0,1
13674,1.0,8.0,8.0,2.0,33
15789,4.0,15.0,15.0,13.0,94
11905,0.0,0.0,0.0,0.0,8
24673,1.0,4.0,4.0,1.0,16
17880,0.0,0.0,0.0,0.0,1
11902,2.0,26.0,28.0,67.0,213
16621,0.0,0.0,0.0,0.0,1
13635,4.0,36.0,35.0,11.0,128
10132,0.0,0.0,0.0,0.0,1
19434,1.0,1.0,1.0,0.0,24
19737,0.0,0.0,0.0,0.0,1
6335,3.0,28.0,30.0,30.0,164
19223,0.0,0.0,0.0,0.0,1
17349,0.0,0.0,0.0,0.0,1
25767,1.0,2.0,1.0,2.0,6
24238,0.0,0.0,0.0,0.0,1
7069,1.0,2.0,3.0,2.0,13
4590,0.0,0.0,0.0,0.0,3
18213,0.0,0.0,0.0,0.0,3
8679,1.0,2.0,2.0,0.0,10
11587,0.0,0.0,0.0,0.0,1
11502,1.0,8.0,8.0,0.0,45
18987,1.0,2.0,2.0,3.0,12
2219,1.0,2.0,2.0,2.0,10
4246,0.0,0.0,0.0,0.0,9
15232,1.0,2.0,2.0,11.0,13
6352,1.0,2.0,2.0,0.0,13
6095,0.0,0.0,0.0,0.0,3
5081,2.0,17.0,17.0,13.0,53
22234,1.0,2.0,1.0,3.0,42
7100,0.0,0.0,0.0,0.0,1
18363,1.0,9.0,9.0,0.0,33
6344,1.0,3.0,3.0,1.0,19
23112,0.0,0.0,0.0,0.0,9
19813,0.0,0.0,0.0,0.0,253
4031,1.0,2.0,2.0,1.0,37
12985,0.0,0.0,0.0,0.0,6
21386,1.0,8.0,8.0,0.0,31
2500,5.0,45.0,45.0,57.0,154
15435,0.0,0.0,0.0,0.0,1
8168,3.0,15.0,15.0,5.0,50
19104,0.0,0.0,0.0,0.0,1
5973,0.0,0.0,0.0,0.0,1
20404,1.0,1.0,1.0,0.0,4
18608,0.0,0.0,0.0,0.0,1
6755,0.0,0.0,0.0,0.0,38
18021,0.0,0.0,0.0,0.0,1
17978,0.0,0.0,0.0,0.0,2
12177,0.0,0.0,0.0,0.0,1
1842,0.0,0.0,0.0,0.0,3
19928,2.0,28.0,28.0,15.0,118
24031,0.0,0.0,0.0,0.0,10
25333,3.0,14.0,14.0,2.0,58
10809,6.0,40.0,40.0,26.0,158
3119,0.0,0.0,0.0,0.0,1
3948,3.0,35.0,36.0,16.0,157
15592,1.0,2.0,2.0,1.0,7
5866,0.0,0.0,0.0,0.0,1
2229,6.0,50.0,49.0,73.0,253
19722,2.0,13.0,13.0,2.0,75
9606,0.0,0.0,0.0,0.0,3
11862,0.0,0.0,0.0,0.0,1
9479,0.0,0.0,0.0,0.0,1
21996,4.0,19.0,21.0,18.0,238
506,1.0,7.0,7.0,19.0,51
10536,0.0,0.0,0.0,0.0,1
3444,0.0,0.0,0.0,0.0,2
5927,1.0,2.0,2.0,2.0,10
19119,0.0,0.0,0.0,0.0,2
12753,0.0,0.0,0.0,0.0,3
20786,0.0,0.0,0.0,0.0,1
9500,0.0,0.0,0.0,0.0,2
11337,6.0,22.0,23.0,7.0,177
18872,0.0,0.0,0.0,0.0,4
7127,1.0,2.0,2.0,0.0,15
23566,3.0,36.0,37.0,25.0,127
52,0.0,0.0,0.0,0.0,3
10763,1.0,2.0,2.0,3.0,15
468,1.0,2.0,2.0,0.0,11
10075,1.0,2.0,2.0,0.0,14
21117,1.0,2.0,2.0,1.0,14
6754,1.0,2.0,2.0,0.0,15
18436,0.0,0.0,0.0,0.0,1
20791,0.0,0.0,0.0,0.0,1
11452,1.0,8.0,8.0,16.0,32
9955,0.0,0.0,0.0,0.0,3
23219,6.0,23.0,20.0,73.1299999999992,253
2555,0.0,0.0,0.0,0.0,1
16010,0.0,0.0,0.0,0.0,1
12195,0.0,0.0,0.0,0.0,4
15450,0.0,0.0,0.0,0.0,1
1496,1.0,2.0,2.0,0.0,13
12830,0.0,0.0,0.0,0.0,1
18990,0.0,0.0,0.0,0.0,1
4297,3.0,8.0,8.0,1.0,57
14316,0.0,0.0,0.0,0.0,11
17260,1.0,4.0,1.0,8.0,44
23375,4.0,31.0,30.0,65.0,171
11467,6.0,50.0,49.0,12.0,249
7073,1.0,2.0,1.0,6.0,11
23100,2.0,3.0,3.0,0.0,42
14015,0.0,0.0,0.0,0.0,3
25243,2.0,27.0,27.0,56.0,164
26689,6.0,24.0,26.0,73.1299999999992,174
6217,1.0,11.0,12.0,5.0,80
15045,2.0,9.0,9.0,3.0,46
21154,0.0,0.0,0.0,0.0,1
6626,5.0,32.0,33.0,43.0,154
6742,0.0,0.0,0.0,0.0,120
8356,0.0,0.0,0.0,0.0,5
10897,0.0,0.0,0.0,0.0,24
9730,1.0,2.0,2.0,0.0,12
24127,0.0,0.0,0.0,0.0,10
3458,0.0,0.0,0.0,0.0,1
19745,4.0,19.0,27.0,25.0,147
7778,0.0,0.0,0.0,0.0,9
17411,1.0,1.0,1.0,0.0,12
6101,1.0,1.0,1.0,0.0,24
18217,0.0,0.0,0.0,0.0,2
11747,0.0,0.0,0.0,0.0,2
10283,1.0,2.0,0.0,4.0,113
22025,2.0,6.0,6.0,3.0,41
3122,1.0,2.0,2.0,1.0,79
